id	key	name	category	vanilla_owner	provinces
452	STATE_452	Marsa Matruh	wasteland	ENG	5078 7079 7148 9989 10061 11910 11967 12033 12091
453	STATE_453	Sinai	wasteland	ENG	1112 1155 4161 9947 10002 10099 11922 11979 12073
454	STATE_454	Palestine	rural	ENG	1015 1065 1086 1201 4088 4206 7107 7176 11970
455	STATE_455	Jordan	rural	ENG	1544 4017 4115 4440 4562 4574 4591 4603 7001 7151 7170 10089 11976
456	STATE_456	Aswan	rural	ENG	1028 1064 1151 1206 7030 7073 7144 10028 10097 10844 11974 11999 12044 12071 12771
457	STATE_457	Eastern Desert	wasteland	ENG	1080 4068 4910 5069 7156 9957 10126 12002 12889
458	STATE_458	Tunisia	town	FRA	1037 1046 4061 4129 4163 7077 7162 7180 9994 10091 11921 11969
459	STATE_459	Algiers	town	FRA	1013 1145 4116 4131 4146 7132 9964 11923 11939 12760
460	STATE_460	Constantine	town	FRA	1058 1160 4046 7065 7081 7166 9976 10078 11953 12051 13077
461	STATE_461	North Morocco	rural	FRA	989 1079 1111 1194 4084 4097 4139 7069 7100 7116 7173 10013 10023 10070 11943 11987 12042
462	STATE_462	South Morocco	wasteland	FRA	1102 1152 1207 1958 1989 4022 4108 4154 4933 5046 7203 7908 7958 8046 8088 10107 12857 13454 13455 13456 13458 13460
463	STATE_463	Alaska	rural	USA	1135 1830 4833 4848 7855 7884 10679 10694 10707 12661 13069 13090 13091 13202 13203
464	STATE_464	Nova Scotia	rural	CAN	1354 4360 4430 4623 7304 7361 7644 10244
465	STATE_465	New Brunswick	rural	CAN	634 1424 4285 4342 4362 4432 7379 12289
466	STATE_466	Quebec	rural	CAN	490 983 1341 1356 1657 1712 1764 3208 3635 3661 3691 3778 3911 4419 4666 4769 6740 7364 7435 7683 7807 7810 7813 7875 7893 10176 10249 10534 10700 10715 11682 11902 12147 12205 12223 12276 12600 13196
467	STATE_467	Manitoba	rural	CAN	1848 1873 3721 4218 4426 4790 4872 5119 12145 12636 12688
468	STATE_468	Saint Lawrence	city	CAN	1284 4270 4305 4345 4417 4422 7289 7291 7345 7433 9601 10174 10230 10320 12149 12291
469	STATE_469	Saskatchewan	rural	CAN	736 1788 3481 3498 3769 4739 9669 10552 10611 10656 11440 12593 12603 12663
470	STATE_470	Alberta	rural	CAN	515 1262 1347 1763 1804 3010 3706 4765 6726 6754 7718 7766 7787 10684 12166
471	STATE_471	Northwestern Canada	wasteland	CAN	917 1411 1799 1872 3606 4678 7869 7891 10548 12508 12571 13440 13441
472	STATE_472	Northern Canada	wasteland	CAN	1671 2407 3800 4695 6779 7348 7696 7830 7858 7901 10527 10703 12534 12682 13075
473	STATE_473	British Columbia	town	CAN	1323 1393 1408 1737 1858 4343 4385 4413 4428 4870 4877 7677 7753 7761 7820 7853 10228 10258 10273 10644 12231 12578
474	STATE_474	Yucatan	rural	MEX	4904 4965 12715
475	STATE_475	Chiapas	rural	MEX	1900 12753 12867
476	STATE_476	Oaxaca	rural	MEX	2021 8236 10773 10889 12712
477	STATE_477	Veracruz	town	MEX	8079 10732 12810
478	STATE_478	Jalisco	town	MEX	2051 5052 10172 12746 12873 13089
479	STATE_479	Tamaulipas	town	MEX	1952 2083 4956 5015 5021 12721 13088 13670
480	STATE_480	Coahuila	large_town	MEX	2060 2104 7973 10746 10769 10800 12811 12835
481	STATE_481	Durango	rural	MEX	1945 4946 7921 8003 8057 10738 10853 10871 10895 12804
482	STATE_482	Chihuahua	rural	MEX	2037 4898 7935 8097 10809 10830 10916 12745 12827 12850 12897
483	STATE_483	Sonora	rural	MEX	2069 4908 4977 5071 8012 8033 10765 10848 12833
484	STATE_484	Baja California	rural	MEX	1892 1904 7964 8119 12461 12736 12859 13216
485	STATE_485	Guerrero	rural	MEX	4887 5066 8032 10730 10832
486	STATE_486	Meta	pastoral	COL	1887 2007 5026 10792 12729 12770 12825
487	STATE_487	Santa Cruz	pastoral	BOL	2160 5188 8211 8240 10924 10982 10996 12902 12916 12917 12973 13846
488	STATE_488	Bolivar	pastoral	VEN	1981 5317 7915 8050 10736 10849 10879 12716
489	STATE_489	Zulia	town	VEN	1944 1997 2052 4526 5088 10855 12772
490	STATE_490	Pastaza	pastoral	PRU	8149 10942
491	STATE_491	Loreto	pastoral	PRU	5162 8213 10970 12869
492	STATE_492	Arequipa	rural	PRU	2182 2210 2225 5166 5202 12953 13086 13686
493	STATE_493	La Libertad	town	COL	1937 2023 2085 4969 8056 10494 10864 12703 12790 12845 12872
494	STATE_494	Ucayali	rural	PRU	2212 2226 8160 8191 10940 13685
495	STATE_495	Amazonas	pastoral	BRA	1979 2035 2198 5008 5083 5214 5216 5232 8172 8185 8254 10934 10956 10960 12919 12965 13083 13847
496	STATE_496	Para	town	BRA	2153 2167 2185 2190 2218 4570 5223 7476 7589 8148 8196 8210 8226 8233 10360 10931 10945 10999 12334 12438 12479 12903 12909 12923 12938 12977
497	STATE_497	Maranhao	rural	BRA	2150 2214 2228 5153 5204 5220 10874 10984 12853 12913 12933 12947 12999
498	STATE_498	Rio Grande do Norte	city	BRA	1446 1524 2132 2164 2175 2178 2227 5107 5168 5182 7561 8179 8227 10345 10933 10939 10967 10989 10998 12961
499	STATE_499	Bahia	large_town	BRA	4617 5174 5194 5218 8129 8143 8177 8184 8197 8242 10392 10419 10926 10946 11002 12422
500	STATE_500	Rio de Janeiro	large_city	BRA	5172 8190 10980 12996
501	STATE_501	Sao Paulo	city	BRA	1583 5112 5167 5186 7553 7636 10432 10513 10947 10994 11003 11008 12937 12972
502	STATE_502	Rio Grande do Sul	town	BRA	1542 1585 1598 4436 4575 4589 4604 5110 7581 7594 7638 10447 12396 13596
503	STATE_503	Santa Catarina	rural	BRA	1529 2109 4533 4548 4587 5156 5178 8181 8239 10405 12466 13563 13569
504	STATE_504	Piaui	rural	BRA	2111 2181 5200 8189 8224 10959 12951 13570 13572 13576 13577 13578 13579 13580 13581 13582 13583
505	STATE_505	Goias	rural	BRA	2168 5115 5148 5151 5208 8140 12959 12987
506	STATE_506	Atacama	rural	CHL	5131 5146 5171 5192 5228 8217 8231 11000 12914 12994 13624 13625 13626 13627 13628 13631 13632 13633 13636 13637 13638 13641 13643 13647
507	STATE_507	Magallanes	pastoral	CHL	2161 5118 5159 5201 5209 5215 8198 8218 10961 11009
508	STATE_508	Tucuman	rural	ARG	2136 8195 8216 8253 11001 12928 12978 13629 13630 13634 13635 13639 13640 13642 13644
509	STATE_509	Buenos Aires	town	ARG	2106 2208 2224 5143 5213 8169 8255 10944 10965 10986 12922 12943 13564 13565
510	STATE_510	Mesopotamia	large_town	ARG	1449 2172 5163 7500 8187 8208 8238 10515 10943 10975 10985 11007 12453 12964 13000 13584 13591 13618 13619 13620 13688
511	STATE_511	Mendoza	rural	ARG	2158 2179 5152 5184 5219 8215 10964 10992 11021 11022 12942 12970 13653
512	STATE_512	Patagonia	rural	ARG	2149 2169 2199 5173 8161 8176 8192 10953 10981 11005 12306 12321 12349 12946 12952 12982
513	STATE_513	Tlemcen	wasteland	FRA	1126 1128 1141 1967 3991 4018 4150 4970 5053 7008 7033 7040 7149 9943 9960 10045 10059 12018 12020 12034 12888 13074 13285 13294 13295 13296 13297
514	STATE_514	Algerian Desert	wasteland	FRA	1043 1095 1901 2049 4903 5035 5095 7041 8061 8077 10731 10749 12711 12842 12849 13264 13452 13453 13457 13459 13461 13462 13463 13486
515	STATE_515	Southern Sahara	pastoral	FRA	1956 4913 7939 8028 8128 10758 10780 10805 10893 10917 13513 13515
516	STATE_516	Northwest Siberia	wasteland	SOV	96 1729 1757 2900 2923 2972 3336 3415 4692 4733 4761 4812 4859 6085 7809 9224 10536 10564 10607 10635 11122 11261 11328 12517 12545 12643 12687 13060 13064 13065
517	STATE_517	Victoria	large_city	AST	1759 1773 2130 2155 4776 4791 7755 7798 7811 10553 10581 10622 10637 12576 12910 12918 12924 12932
518	STATE_518	Tasmania	small_island	AST	2183 2189 5181 5187 10665 12645
519	STATE_519	South Australia	pastoral	AST	1526 2191 2219 5183 5197 5211 5225 7567 8165 8186 8200 8220 10925 10927 10949 10969 10997 11011 12948 12962 12976 12990
520	STATE_520	Northern Territory	wasteland	AST	1217 1410 1422 1431 1454 1478 2139 4415 4441 4462 4487 5207 7457 7481 7669 8209 8247 10276 10288 10316 10518 10937 10958 11016 12104 12246 12290 12311 12326 12339 12499
521	STATE_521	Queensland	town	AST	1472 1501 1514 1557 1570 1644 2116 2166 2187 4481 4502 4505 4517 4520 4530 4546 4560 4632 4648 5198 5227 7506 7522 7525 7535 7538 7564 7566 7592 7610 7651 7666 8230 10338 10350 10365 10378 10430 10445 10458 10460 10475 10487 10941 11006 12308 12354 12367 12382 12411 12424 12451 12949 12957
522	STATE_522	Western Australia	rural	AST	1652 2157 4630 5175 7453 8130 8228 8243 10983
523	STATE_523	Papua	rural	AST	1222 1242 1283 1310 1389 2129 4289 4317 4329 4346 4393 4418 4635 5135 7305 7333 7349 7362 7365 7378 7409 7614 10147 10231 10248 10251 10260 10423 10954 10974 11004 11018 12107 12123 12135 12154 12193 12237 12240 12400 12428 12484 12931 12995
524	STATE_524	S.W Taiwan	large_town	JAP	1091 1175 4096 7186 7214 9955 11914 11959 12027 12068 13789 13790 13791 13792 13793 13794 13795
525	STATE_525	South Korea	town	JAP	1054 1081 1100 1148 1177 4004 4056 4086 4103 4126 7021 7121 7125 7175 7204 7221 9936 10036 10085 10110 10115 11912 11948 11958 11977 11992 12011 12060 12085 12089 13870
526	STATE_526	Okinawa	small_island	JAP	1123 7115 10124 11932
527	STATE_527	Pyongyang Area	town	JAP	848 852 898 906 912 959 978 1003 3803 3852 3860 3904 3912 3981 4052 4107 6822 6922 6928 6944 6963 7070 7155 7171 9790 9795 9899 9918 9981 10065 10083 11770 11775 11828 11835 11878 11896 11915 12040
528	STATE_528	Higo	large_city	JAP	1020 1025 1158 1183 4027 4102 4164 4198 7110 7178 9950 10011 10020 10092 11925 11949 12006 12032 13548 13549 13812 13813 13814 13840
529	STATE_529	Iwami	large_city	JAP	1092 1167 1191 4197 7050 7145 7212 9968 10052 10055 11946 11985
530	STATE_530	Iyo	large_city	JAP	4094 4179 7046 7197 9965 11997 12028 13815
531	STATE_531	Harima	metropolis	JAP	1051 1067 1133 1136 4054 4142 7072 7113 9985 11960 12031
532	STATE_532	Tokai	large_city	JAP	4069 4172 7087 7157 7187 10100 10125 12072 12097
533	STATE_533	Mutsu	large_city	JAP	1024 1063 1165 3848 4067 4118 4122 4153 6870 6873 6994 7169 9807 9859 9865 11847 12056 13826
534	STATE_534	Hokuriku	city	JAP	1117 9952 10128 11930 11989 12007
535	STATE_535	Echizen	large_city	JAP	998 7102 7217 10015 10032
536	STATE_536	Ezo	rural	JAP	1512 1642 3962 4576 4646 7532 7595 10444 10512 12352 12421 12493 13037
537	STATE_537	South Sakhalin	rural	JAP	1322 1820 12446
538	STATE_538	Central Congo	wasteland	BEL	988 6008 7219 7931 8016 8048 8193 10071 10883 10951 12741 12775 12824 13325 13326 13327 13328 13427 13785
539	STATE_539	Gabon	pastoral	FRA	2192 3109 5036 5139 8207 10948 13411 13415 13417 13418 13419 13422
540	STATE_540	Angola	rural	POR	697 1552 2126 4735 5158 7548 8054 8138 8202 8219 8248 10538 10966 12391 12958 12981 12985 13376 13377 13381 13444 13445 13446 13787
541	STATE_541	Namibian Desert	wasteland	SAF	2207 2229 4879 5154 5189 5203 7605 7770 8136 10957 10963 10978 12519 12921 13375 13378 13379 13380 13382 13383 13384 13385 13386 13388 13389 13390 13395 13401
542	STATE_542	Bechuanaland	wasteland	ENG	1580 8214 10525 12940 12963 13391 13392 13393 13396 13397
543	STATE_543	Madagascar	rural	FRA	2200 5128 5185 5222 8180 8188 8246 10993 11015 12956
544	STATE_544	Mozambique	rural	POR	2120 2123 2159 2180 2193 2202 2217 5155 5164 5177 5199 5212 5221 8178 8245 10972 12908 12935 12950 12971 12986 13342 13442
545	STATE_545	Rhodesia	pastoral	ENG	1874 2151 2216 4851 7842 7872 10929 13394
546	STATE_546	Tanganyika	rural	ENG	1846 2176 2196 2206 2220 4171 5180 5224 8144 8182 8183 8201 8205 9962 10845 10932 10988 11017 12911 12944 12967 13430 13431 13432 13433 13436 13439 13443
547	STATE_547	Kenya	rural	ENG	1939 2066 5079 5160 5196 5210 6020 8133 10761 10860 10962 10976 11145 12927 13435 13437
548	STATE_548	Uganda	rural	ENG	3854 7088 7133 8223 12929 12989 13434
549	STATE_549	Sudan	rural	ENG	1914 1953 1960 2016 2096 4033 4918 5060 7996 8052 8084 8103 10739 10764 10795 10827 10851 10857 10859 10877 10908 12744 12800 12887 13398 13399
550	STATE_550	Eritrea	rural	ITA	5017 5047 5091 12723 12766
551	STATE_551	Khartoum	rural	ENG	1977 2003 2046 2088 4138 4961 4963 7925 7987 7989 8105 10743 10745 10784 10900 10902 12725 12796 12806 12826 12836 12862 12881 13370
552	STATE_552	Western Desert	wasteland	ENG	1143 2064 7216 10127 10869 10907 12099 12733 12764 12816 13505 13521
553	STATE_553	Lebanon	town	FRA	792 1108 11919
554	STATE_554	Damascus	rural	FRA	1074 4111 4486 4550 7184
555	STATE_555	Kuril Islands	tiny_island	JAP	1399 1515
556	STATE_556	Ivory Coast	rural	FRA	2012 2044 4927 4957 5045 5101 7930 7954 8008 8116 10788 10812 10829 10915 12751 12794 12838 13274 13349 13350 13351 13402 13403
557	STATE_557	Mauritania	wasteland	TRZ	1897 1962 5034 5077 7943 7992 8035 8058 10771 10779 10814 10838 13371 13406 13449 13451 13470 13473 13474 13475 13476
558	STATE_558	Nigeria	rural	ENG	1891 1932 1969 1992 2025 2050 4889 4938 4952 4972 4997 5028 6039 7978 8021 8034 8109 10820 10831 11194 12731 12817 12900 13409 13413 13414 13421
559	STATE_559	Somaliland	rural	ITA	1964 1966 2020 2063 4909 5065 8164 10818 10891 10928 11014 12840 12941 12991
560	STATE_560	Nikolayevsk	rural	SOV	1724 1772 1807 1842 3664 4290 4841 4844 7748 7868 7871 9659 10571 10577 10590 12559 12569 12638 13811
561	STATE_561	Amur	rural	SOV	1730 1739 1845 4731 4847 7691 7754 7785 7851 10678 12543 12591 12657 12660 13810
562	STATE_562	Okhotsk	wasteland	SOV	1714 1805 1865 4810 4881 7772 10540 10572 10598 11607 12518 12551 12650 12683
563	STATE_563	Chita	rural	SOV	1672 1826 4675 4677 4719 4832 7725 7786 10559 10565 10574 10643 10681 10683 12556 12622 12641
564	STATE_564	Ulan Ude	rural	SOV	1696 4705 4766 4837 7751 7816 7835 7860 10528 10658 12507 12644
565	STATE_565	Bodaybo	rural	SOV	1666 1761 4716 4762 4795 4835 4868 7736 7759 7854 10583 10654 12506 12538 12575
566	STATE_566	Irkutsk	rural	SOV	1707 1727 1762 1810 1829 4797 4815 7838 10524 10543 10596 10661 12525 12540 12647
567	STATE_567	Bratsk	rural	SOV	1735 1803 1813 1876 4750 4808 7713 7769 7802 7841 7876 7902 10549 10562 10570 10664 10699 12523
568	STATE_568	Krasnoyarsk	town	SOV	1777 1850 4690 4711 4724 4782 4818 4853 7744 7815 10639 10712 12563 12621 12628 12691
569	STATE_569	Kemerovo	town	SOV	1369 1685 1702 1816 4665 4789 4793 7757 7822 7886 10580 10649 12631
570	STATE_570	Novonikolayevsk	town	SOV	1733 1790 1860 4366 4734 4806 4840 4866 7274 7687 7722 7825 10555 10652 12606 12679
571	STATE_571	Omsk	town	SOV	1709 1800 1835 4700 7800 10568 10626 10696 12546 12580 12652
572	STATE_572	Chelyabinsk	town	RUS	1233 1292 1294 1327 1775 4242 7285 9292 10170 10213 10542 12106 12157 12287 12584
573	STATE_573	Zlatoust	pastoral	RUS	237 278 361 3280 4758 7320 10136 10142 10329 11223 11307 12117
574	STATE_574	Yakutsk	wasteland	SOV	1748 1795 1852 1878 4726 4752 4798 4821 4855 7746 7765 7817 7844 7889 10589 10608 10641 10667 10701 10714 12565 12611 12623 12694
575	STATE_575	Kirensk	wasteland	SOV	1792 4703 4737 7726 7828 10557 10628 10688 12531 12608 12668 12681 13059
576	STATE_576	Yeniseisk	wasteland	SOV	1679 1697 1741 1780 1828 1837 4687 4743 4785 4831 4842 7701 7707 7750 7805 7863 10544 10576 10631 10705 12555 12595 12615 12655 12666
577	STATE_577	Surgut	wasteland	SOV	1726 1768 1784 1856 4730 4771 4817 7685 7781 7837 7882 10533 10561 10663 10692 12514 12542 12574 12639 12672
578	STATE_578	Tomsk	rural	SOV	1674 1718 1765 1824 4681 4767 4827 7655 7789 7793 7849 7861 10529 10613 10617 10673 10686 12174 12510 12536 12599
579	STATE_579	Salekhard	wasteland	SOV	1664 1684 3169 4669 7689 7738 8461 9142
580	STATE_580	Tobolsk	wasteland	RUS	1659 1744 1812 4710 4715 4746 4774 4846 7733 7768 7796 7867 7895 10592 10604 10620 12602 12630 12700
581	STATE_581	Northern Urals	wasteland	RUS	4874 7824 10216 10551 10677 11098 12393 12502 12659 13076
582	STATE_582	Magnitogorsk	rural	RUS	1334 1406 4215 4261 4265 4311 4383 4411 7281 7300 7328 7373 7401 10185 10196 10224 10256 12200
583	STATE_583	Kustanay	rural	RUS	1272 1276 1303 1331 1360 1363 4337 4340 4369 7233 7357 7429 10140 10168 10284 10295 10312 12115 12139 12143 12170 12185 12198 12229 12257 12266 12285
584	STATE_584	Khiva	pastoral	RUS	756 1493 1593 1632 1649 4482 4549 4563 4599 4958 5003 7477 7491 7560 7563 7618 7635 7924 8099 9605 10357 10359 10406 10414 10485 10510 10742 12333 12359 12491
585	STATE_585	Urgench	rural	RUS	1479 1532 1554 1576 1614 1623 4488 4499 4618 7501 7507 7541 10348 10395 10420 10435 10470 12161 12233 12324 12454 12465 12471 12474
586	STATE_586	Taraz	city	SOV	1591 1840 4773 4845 7706 10146 10547 10603 12640 12658
587	STATE_587	Ust Urt	rural	RUS	475 642 1517 3593 4523 4620 7641 10262 11701 12163 12383 13008
588	STATE_588	Semipalatinsk	rural	SOV	1287 1864 1879 4661 4670 4685 4867 7317 7350 7708 7890 10161 10202 10218 10235 10292 10584 10630 10653 12427 12564 12594 12616 12635
589	STATE_589	Ayaguz	pastoral	SOV	1239 1668 4651 4674 4764 7332 7405 7711 7784 7795 7856 10290 10550 10619 10680 12529 12662 13197
590	STATE_590	Akmolinsk	pastoral	SOV	1223 1229 1309 1375 1391 1418 1662 1680 1694 4232 4238 4281 4309 4333 4850 7298 7326 7383 7407 7425 7741 7874 10211 10239 10308 10633 12152 12619
591	STATE_591	Hainan	town	GXC	994 1038 1070 4160 7135 11963 11990
592	STATE_592	Guangzhou	city	GXC	1047 1087 1131 1187 4092 7039 7152 9963 11938 11941 12077 13727
593	STATE_593	Guangdong	town	GXC	1078 1120 1162 1202 4050 4165 4207 7067 7108 7141 7182 9938 9970 9978 9997 10080 12014 12095 13728
594	STATE_594	Nanning	town	GXC	1018 4023 4121 4177 7044 7137 7192 10004 10050 10105 11926 11983 12023 13726
595	STATE_595	Fujian	city	CHI	1006 1094 1138 1166 1193 4053 4070 4113 4169 4196 7027 7071 7099 7131 10010 10012 10042 10054 10069 10084 10093 11986 12057 12084 13729
596	STATE_596	Zhejiang	city	CHI	1055 1096 1168 1195 4013 4042 4099 7058 7086 7146 7174 7191 9944 9972 9974 10014 10058 10086 10101 11920 11947 11991 12059 13730 13731 13732
597	STATE_597	Shandong	town	CHI	1069 1084 1104 1124 1154 1184 1200 4037 4071 4089 4157 4181 4186 4205 7055 7089 7105 7160 7189 9971 9987 10000 10018 10043 10072 10102 11933 11962 12015 12045 12069 12074 12093 13737 13738 13739
598	STATE_598	Jiangsu	town	CHI	1001 1029 1076 1121 1161 4001 4005 4031 4082 4123 4148 7025 7142 7181 7200 9953 9956 10095 11913 11973 12055 12067 13736
599	STATE_599	Guangxi	town	GXC	1023 1469 1597 1625 4028 4077 4085 4134 4152 4628 4656 7095 7128 7168 7210 7650 10039 10121 10404 10431 10459 12407 12436
600	STATE_600	Jiangxi	town	CHI	1053 1066 1110 1628 3992 4038 4081 4083 4156 4183 4185 7004 7054 7172 7199 7653 9942 9984 10057 10112 10114 10501 11945 11961 11988 12030 12495
601	STATE_601	Xikang	wasteland	CHI	4407 5018 5080 5102 8041 8059 10741 10856
602	STATE_602	Hunan	town	CHI	1448 1640 4125 4480 7097 7159 7502 7665 9982 9999 10335 10377 10517 11918 12017 12053 12310 12350 12378 12483 13143
603	STATE_603	Guizhou	town	CHI	1474 1884 4192 4504 4532 5072 7521 7549 7577 8095 10616 10819 12841
604	STATE_604	Qinghai	rural	XSM	4914 4964 7940 8018 8037 12899
605	STATE_605	Sichuan	city	CHI	1257 1367 1395 1893 2030 2045 2091 4925 5048 6999 7240 7256 8026 10132 10144 11865 12274 12705 12767
606	STATE_606	Anhui	town	CHI	1083 1146 4079 4158 4203 7035 7094 7222 9937 10008 10017 10040 10064 10079 11916 11994 12036 12061
607	STATE_607	Henan	town	CHI	1004 1139 1603 4010 4066 4114 4144 4519 4547 4606 6932 7074 7085 7126 7129 7459 7508 7540 7568 7656 9958 9995 10098 10364 10434 10446 11931 12012 12426
608	STATE_608	Beijing	large_city	CHI	1134 4137 4140 6828 9843 9969 10068 11761 12026
609	STATE_609	East Hebei	town	JAP	900 1052 3830 3900 6969 11822 12043 13741 13742 13743
610	STATE_610	Jehol	pastoral	MAN	814 881 934 972 3814 3828 3881 3934 3955 4514 6837 6852 6898 6937 6988 7575 7633 9768 9873 9905 9927 10331 10426 10499 11801 11855 11886
611	STATE_611	South Chahar	pastoral	MEN	828 952 1137 1489 1590 4495 4612 6904 7545 7674 9776 10397 11752
612	STATE_612	Chahar	rural	MEN	1551 1608 1796 1811 1871 4222 4555 7578 7648 10363 10372 12348 12448 12554
613	STATE_613	Shanghai	large_city	CHI	996 1089 4091 7014 7120 10034 10076 11928 11982 12052 12076 13733 13734 13735
614	STATE_614	Hebei	town	CHI	1169 1188 4032 4058 4093 4190 4208 7000 7092 7109 10003 10022 10053 10119 11944 11980 11996 12062 13740
615	STATE_615	Shanxi	town	SHX	1027 1034 1180 1203 1438 1519 1531 1575 4074 4174 4469 4538 4634 7571 10367 10421 10480 10507 12078 12300 12344 12432
616	STATE_616	Alxa	pastoral	XSM	3742 5031 5057 5100 7511 8055 8081 8127 10724 10854 12327 12750 12776
617	STATE_617	Urumqi	rural	SIK	1703 4682 4709 4770 7702 7732 7792 7850 10545 10614 10839 12526 12601 12656
618	STATE_618	Dzungaria	pastoral	SIK	1708 1783 1818 1844 4714 4788 4823 4849 7693 7737 7866 10610 10674 10691 12590 12671 12737
619	STATE_619	Yarkand	pastoral	SIK	1766 1970 2015 4828 5016 5087 7790 7949 8112 12119
620	STATE_620	Hubei	city	CHI	1036 1612 4009 4130 4619 4631 7019 7167 7580 7596 7609 7625 7637 7948 8072 9934 9959 10462 10474 12408 12467
621	STATE_621	Suiyuan	pastoral	SHX	1959 2087 4525 4960 7048 7158 7631 10424 10451 10629 12331 12403 12609 12706 12880
622	STATE_622	Shaanxi	city	PRC	517 1458 3427 4939 4986 5007 7208 7314 7659 8049 10733 10880 12156 12356
623	STATE_623	Luzon	city	PHI	1388 1415 4101 4214 4233 4350 4368 4423 7325 7439 10167 10241 10252 10280 10298 12213 12253
624	STATE_624	Central islands	town	PHI	1372 4228 4288 4377 7307 10272 10306 12279
625	STATE_625	Samar	rural	PHI	1224 1311 1340 4269 4373
626	STATE_626	Palawan	rural	PHI	4429 7419 10145
627	STATE_627	Mindanao	rural	PHI	1234 1293 1379 1407 1421 4241 4266 4399 4427 7284 7360 7389 7417 7445 10184 10214 10243 10300 10328 12116 12158 12160 12188 12217 12245 12273
628	STATE_628	Cebu	rural	PHI	1261 1368 7385 7423 10186 10302 12112 12118 12153
629	STATE_629	Hawaii	town	USA	4180 7112 7195 10048 12021
630	STATE_630	Johnston Atoll	tiny_island	USA	13051
631	STATE_631	Midway Island	tiny_island	USA	13052
632	STATE_632	Wake Island	tiny_island	USA	13047
633	STATE_633	Marshall Islands	small_island	JAP	1002 13039 13040 13041 13042 13043 13044 13045 13046
634	STATE_634	Solomon Islands	rural	AST	1042 1085 1269 1358 1370 4226 4252 4292 4378 7437 10234 10291 10319 12265
635	STATE_635	New Caledonia	small_island	FRA	1237 1263 4231 4247 4268 7264 10160 12120 12132
636	STATE_636	Fiji	small_island	ENG	4286 7302 12159
637	STATE_637	Kamchatka	rural	SOV	1823 1839 1863 4728 7878 12207 12522
638	STATE_638	Guam	small_island	USA	12140
639	STATE_639	Gilbert Islands	small_island	ENG	4387 7393 13020 13021 13022
640	STATE_640	Mandalay	town	RAJ	1082 1170 1197 1492 1566 1607 1934 2061 4087 4210 4318 4425 4585 4588 4996 7400 7469 7562 7603 7976 8063 10386 10486 10863 10920 12335 12363 12404 12464 12492 12789 12898
641	STATE_641	Tahiti	small_island	FRA	10188 12148
642	STATE_642	Phoenix Island	tiny_island	USA	13050
643	STATE_643	Ellice Islands	small_island	ENG	13054 13055 13056 13057
644	STATE_644	Northeast Siberia	rural	SOV	1722 1745 1819 2853 2877 3184 4006 4229 4455 4744 4878 5264 6211 12549 12592 12634 13061 13062 13063 13204
645	STATE_645	Iwo Jima	small_island	JAP	13025
646	STATE_646	Saipan	small_island	JAP	3995 13023 13024
647	STATE_647	Palau	small_island	JAP	4357 12103
648	STATE_648	Marcus Island	tiny_island	JAP	13026
649	STATE_649	Galapagos Islands	tiny_island	ECU	5023
650	STATE_650	Attu Island	tiny_island	USA	13067
651	STATE_651	Ufa	city	RUS	273 291 1258 1278 1305 3289 4283 4354 6246 6285 7237 7416 7431 7444 9349 10226 12130 12172
652	STATE_652	Orenburg	city	RUS	227 1210 1254 1350 1378 3265 3330 3357 3385 3486 3563 4322 4324 6379 6424 6515 7343 9420 9445 10299 11433 12128 12242 12270 12298
653	STATE_653	Yekaterinburg	city	RUS	307 1543 1704 1750 1771 1808 1821 1841 4813 7228 7778 9553 10133 10189 10648 10716 10720 12102 12567 12696
654	STATE_654	Gorno-Altaysk	wasteland	SOV	1749 4781 4800 10531 10713 12509
655	STATE_655	North Sakhalin	pastoral	SOV	855 1742 1755
656	STATE_656	Kuwait	rural	ENG	8085
657	STATE_657	Birobidzhan	pastoral	SOV	675 1802 4246 4701 4725 4779 4805 4829 7616 7672 7763 7801 10655 10722 12192 12261 12263 12654 12678 13805 13806 13807 13808 13809
658	STATE_658	Abu Dhabi	pastoral	ENG	2048 7960 8108 10904
659	STATE_659	Aden	pastoral	ENG	2029 4976 5074 8000 12821 12894 13079 13770 13771 13773
660	STATE_660	Waddai	pastoral	FRA	1974 2080 3165 5054 5084 8078 9137 11012 11108 12719 12830 13353 13423
661	STATE_661	Tripolitania	wasteland	ITA	1174 4051 4117 4176 7154 7194 10037 10067 11940 12009 13482
662	STATE_662	Sirte	wasteland	ITA	4200 7076 7136 8069 13073 13479
663	STATE_663	Cyrenaica	wasteland	ITA	1062 1186 4060 4063 4133 7063 7139 7206 9977 10049 12025 12079 13078
664	STATE_664	Upper Hungary	town	HUN	3565 3716 6561 6573 9537 11679
665	STATE_665	Gabes	pastoral	FRA	1105 3987 4992 7005 9983 10026 10082 11935 11957 12000
666	STATE_666	Lappland	rural	SWE	11 58 61 101 109 118 145 148 151 182 190 201 3003 3044 3054 3062 3095 3100 3104 3113 3138 3173 3179 6024 6055 6074 6083 6125 6132 6152 6155 6161 6165 6168 6170 6200 6206 6208 9083 9093 9095 9108 9134 9143 9147 9175 9178 9186 9211 9220 9226 11026 11058 11060 11067 11069 11073 11102 11112 11152 11155 11190 11201 11208
667	STATE_667	Lesser Sunda Islands	rural	INS	1298 1339 1355 4273 4301 4358 7293 7321 10175 10191 10219 12151 12162 12219 12234 13746 13747 13748 13749 13750 13751 13752
